project_name;agent;shield;shield_memory;nu;safety_probability;full_safety_probability;goal_reachability;reward;shield_calls;blocked_actions;evaluation_time
dpm;greedy-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.09656661843052067;0.09657181197710582;0.20897147893379087;6.258174373404547;44.6330483543686;4.138990717632545;174.7278962135315
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010469504919133257;0.010469504919133257;0.8843319994188947;62.095778288646585;26.08622069468174;4.063063998868847;57.29092359542847
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010472163746856588;0.010472163746856588;0.8845360018198055;62.1212168742009;26.081010481081098;4.055305143545294;58.91604518890381
test-corridor;uniform_random;constructed-self-constructing-unsafe;0;0.2;0.20000000000000015;0.20000000000000015;0.19878885297227483;-21.726707642800392;41.30689702208212;32.50366518412452;186.65842390060425
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010476543122301982;0.010476543122301982;0.8846486780977053;62.13523708408478;26.078171270940683;4.051012635909282;58.03719353675842
dpm;greedy-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.09659777441514208;0.09660299093698943;0.20896895110282182;6.259763488632401;44.633068747644785;4.137294624775209;175.73711705207825
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010483764410398777;0.010483764410398777;0.8848191417785342;62.156480224753444;26.073823549611014;4.044307457190815;58.350173234939575
collect;greedy-iter-500;constructed-self-constructing-unsafe;0;0.2;0.1999999999976196;0.1999999999976196;0.7457336981992427;33.12813108873433;41.135689060536116;10.63265425243593;201.42545557022095
test-corridor;uniform_random;constructed-self-constructing-unsafe;0;0.2;0.20000000000000015;0.20000000000000015;0.19879279833966698;-21.726209328049364;41.30676328583247;32.50336000791744;184.3388922214508
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010491751669253133;0.010491751669253133;0.884991600537828;62.177861987632625;26.06957395492407;4.037734423534339;58.591185569763184
dpm;greedy-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.09664941695770393;0.0966546523260933;0.20896429412319012;6.262394080131471;44.63311125228639;4.1344620927866735;176.36262607574463
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010498674580756385;0.010498674580756385;0.8851471429658728;62.197333075676916;26.06556600787169;4.0317513653898525;58.66464114189148
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010504544210450547;0.010504544210450547;0.8853717732337663;62.22539543347722;26.059711107266764;4.023172956859698;61.54658317565918
test-corridor;uniform_random;constructed-self-constructing-unsafe;0;0.2;0.20000000000000015;0.20000000000000015;0.1988157807591858;-21.723122776112216;41.305882719488835;32.5016914719846;188.44619250297546
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010509547922893055;0.010509547922893055;0.8855712363999261;62.2502656495416;26.054608491855735;4.01553278563685;60.35760974884033
dpm;greedy-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.09668263484714149;0.09668789033409504;0.20896143370258685;6.264133028927202;44.6331363733904;4.132644140705839;186.54152750968933
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010518725666566113;0.010518725666566113;0.8858940042251674;62.290779658577016;26.04593855820867;4.002696061481707;60.84431028366089
collect;greedy-iter-500;constructed-self-constructing-unsafe;0;0.2;0.1999999999976196;0.1999999999976196;0.7457336981992427;33.12813108873433;41.135689060536166;10.63265425243594;201.34439492225647
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010519789910533251;0.010519789910533251;0.8859670072557934;62.29972423951389;26.044171059575064;3.9999712895551776;64.34286069869995
test-corridor;uniform_random;constructed-self-constructing-unsafe;0;0.2;0.20000000000000015;0.20000000000000015;0.1988216940988721;-21.72235534565189;41.30567034108401;32.501349434004986;190.3656394481659
slippy-drone;safe-iter-1000;constructed-self-constructing-unsafe;0;0.2;0.010526883262411744;0.010526883262411744;0.8861653555744086;62.32428022357582;26.039259103673842;3.9924183287132315;63.45399785041809
